Order ID,Order Date,City,Customer Type,Meal Type,Cuisine,Restaurant,Items Ordered,Order Amount,Delivery Fee,Total Amount,Delivery Time (min),Payment Method,Customer Rating
FD-00592,2025-06-20 13:20:00,Khobar,Member,Lunch,Saudi,Burger Hub,4,160.47,5.67,168.34,28,Credit Card,9.0
FD-00593,2025-01-09 16:53:00,Dammam,Member,Snack,Saudi,Najd Kitchen,6,109.16,13.98,128.35,36,Credit Card,9.4
FD-00594,2025-09-23 15:57:00,Jeddah,Normal,Lunch,Italian,Wok Express,6,177.21,8.39,178.79,31,E-Wallet,8.4
FD-00595,2025-02-18 20:05:00,Jeddah,Normal,Dinner,Italian,Green Bowl,5,213.32,11.25,226.06,35,Credit Card,8.7
FD-00596,2025-04-11 13:29:00,Dammam,Normal,Lunch,Healthy,Wok Express,8,133.78,8.69,145.45,33,Cash,7.7
FD-00597,2025-10-07 21:04:00,Dammam,Normal,Dinner,Saudi,Najd Kitchen,4,190.78,5.74,197.76,38,E-Wallet,7.4
FD-00598,2025-10-04 14:56:00,Jeddah,Normal,Lunch,Saudi,Family Grill,2,48.11,8.54,56.63,29,E-Wallet,8.2
FD-00599,2025-11-26 12:31:00,Jeddah,Normal,Lunch,Italian,Burger Hub,2,62.56,11.29,72.19,53,Cash,8.1
FD-00600,2025-11-11 08:06:00,Jeddah,Normal,Breakfast,Saudi,Wok Express,7,214.56,9.11,219.95,37,Credit Card,8.1
FD-00601,2025-02-21 13:00:00,Khobar,Member,Lunch,Healthy,Urban Bites,8,213.75,12.41,228.03,43,Credit Card,7.0
FD-00602,2025-09-21 14:59:00,Riyadh,Member,Lunch,Healthy,Rice & Spice,4,71.74,9.44,86.03,22,Credit Card,9.0
FD-00603,2025-10-25 21:29:00,Dammam,Member,Dinner,Italian,Burger Hub,4,220.93,13.36,235.81,47,Credit Card,7.6
FD-00604,2025-12-06 12:00:00,Riyadh,Member,Lunch,Italian,Burger Hub,3,127.76,11.89,146.22,36,Cash,8.2
FD-00605,2025-02-06 10:33:00,Riyadh,Member,Breakfast,Saudi,Pasta House,5,98.23,14.23,105.01,45,Credit Card,8.7
FD-00606,2025-08-06 16:20:00,Jeddah,Member,Snack,Saudi,Family Grill,5,138.98,4.27,145.18,26,E-Wallet,8.7
FD-00607,2025-03-24 15:37:00,Jeddah,Normal,Lunch,American,Najd Kitchen,3,141.84,7.08,148.28,28,Cash,8.2
FD-00608,2025-11-10 13:05:00,Jeddah,Member,Lunch,American,Pasta House,5,145.91,11.62,162.14,32,Credit Card,8.6
FD-00609,2025-06-24 13:48:00,Riyadh,Member,Lunch,Italian,Wok Express,2,89.47,4.57,91.04,30,Cash,9.7
FD-00610,2025-05-01 08:18:00,Jeddah,Normal,Breakfast,American,Burger Hub,6,226.42,6.78,227.92,37,E-Wallet,10.0
FD-00611,2025-02-16 19:35:00,Dammam,Normal,Dinner,Saudi,Najd Kitchen,6,133.64,7.7,140.42,45,Cash,8.3
FD-00612,2025-09-27 12:40:00,Makkah,Member,Lunch,Asian,Daily Dish,8,145.98,8.38,157.53,42,Credit Card,9.0
FD-00613,2025-11-24 15:36:00,Jeddah,Member,Lunch,American,Family Grill,4,131.15,6.54,141.66,30,Credit Card,8.9
FD-00614,2025-11-04 21:16:00,Khobar,Member,Dinner,Asian,Green Bowl,5,259.35,7.15,270.04,31,E-Wallet,8.0
FD-00615,2025-08-14 09:39:00,Jeddah,Member,Breakfast,Italian,Rice & Spice,6,252.44,6.0,261.26,29,E-Wallet,10.0
FD-00616,2025-09-08 12:45:00,Khobar,Member,Lunch,Italian,Najd Kitchen,2,67.4,11.15,84.73,21,E-Wallet,8.9
FD-00617,2025-02-04 13:17:00,Khobar,Member,Lunch,Healthy,Najd Kitchen,7,100.37,12.3,113.71,42,E-Wallet,7.6
FD-00618,2025-11-21 20:07:00,Riyadh,Normal,Dinner,Healthy,Daily Dish,4,168.97,14.51,181.42,43,Credit Card,7.7
FD-00619,2025-03-27 15:53:00,Makkah,Normal,Lunch,Asian,Taste of Jeddah,5,160.48,12.16,175.41,18,E-Wallet,9.2
FD-00620,2025-09-18 14:31:00,Dammam,Normal,Lunch,Saudi,Green Bowl,7,240.85,12.1,250.75,34,Credit Card,9.7
FD-00621,2025-05-17 13:59:00,Makkah,Member,Lunch,Saudi,Najd Kitchen,5,217.31,6.1,225.02,32,Cash,9.3
FD-00622,2025-08-04 17:39:00,Khobar,Member,Snack,American,Taste of Jeddah,4,97.16,9.37,107.6,41,Credit Card,8.4
FD-00623,2025-02-05 12:19:00,Dammam,Member,Lunch,Saudi,Burger Hub,1,17.84,8.74,24.04,18,E-Wallet,9.7
FD-00624,2025-08-09 15:57:00,Dammam,Member,Lunch,Asian,Wok Express,6,115.51,10.94,127.41,31,E-Wallet,9.2
FD-00625,2025-02-21 07:54:00,Khobar,Member,Breakfast,Asian,Green Bowl,7,244.33,5.97,250.72,15,E-Wallet,9.7
FD-00626,2025-12-07 18:33:00,Jeddah,Member,Dinner,Saudi,Rice & Spice,4,117.18,11.21,123.73,45,Credit Card,8.2
FD-00627,2025-01-05 18:16:00,Khobar,Member,Snack,Asian,Pasta House,5,66.52,10.29,70.49,37,Credit Card,9.0
FD-00628,2025-06-30 08:37:00,Riyadh,Normal,Breakfast,Asian,Green Bowl,4,142.49,11.99,152.84,42,E-Wallet,6.9
FD-00629,2025-05-15 17:45:00,Khobar,Member,Snack,Saudi,Daily Dish,7,185.12,7.46,196.71,42,Credit Card,8.2
FD-00630,2025-11-04 17:25:00,Makkah,Normal,Snack,Italian,Green Bowl,8,161.71,15.15,169.66,17,Credit Card,8.7
FD-00631,2025-04-29 18:42:00,Riyadh,Member,Dinner,Asian,Wok Express,2,93.94,6.61,98.11,31,Credit Card,7.9
FD-00632,2025-11-11 21:11:00,Makkah,Normal,Dinner,Asian,Family Grill,5,147.21,14.75,161.06,38,Cash,8.6
FD-00633,2025-01-06 14:35:00,Dammam,Member,Lunch,American,Pasta House,1,28.9,10.84,36.68,45,Credit Card,9.3
FD-00634,2025-02-13 12:22:00,Makkah,Member,Lunch,Saudi,Green Bowl,7,339.99,6.75,347.59,50,E-Wallet,8.3
FD-00635,2025-11-01 21:42:00,Jeddah,Normal,Dinner,American,Rice & Spice,2,73.48,5.06,81.0,40,Credit Card,7.4
FD-00636,2025-01-22 13:46:00,Jeddah,Normal,Lunch,Italian,Wok Express,5,84.04,7.86,79.8,41,E-Wallet,7.2
FD-00637,2025-12-07 18:31:00,Riyadh,Normal,Dinner,Italian,Green Bowl,5,273.44,13.25,291.47,31,E-Wallet,9.3
FD-00638,2025-03-16 21:02:00,Jeddah,Member,Dinner,Saudi,Taste of Jeddah,8,161.94,4.44,162.86,34,E-Wallet,8.4
FD-00639,2025-01-13 15:23:00,Riyadh,Member,Lunch,Asian,Family Grill,6,192.19,11.79,201.39,42,E-Wallet,6.8
FD-00640,2025-08-02 19:45:00,Riyadh,Member,Dinner,Saudi,Najd Kitchen,3,97.53,4.78,95.79,48,E-Wallet,8.0
FD-00641,2025-02-09 12:32:00,Riyadh,Member,Lunch,Asian,Wok Express,7,208.24,9.44,208.92,47,E-Wallet,8.6
FD-00642,2025-03-24 15:02:00,Makkah,Normal,Lunch,American,Rice & Spice,5,288.62,5.25,293.29,36,Credit Card,8.8
FD-00643,2025-10-17 20:59:00,Dammam,Normal,Dinner,Healthy,Najd Kitchen,3,149.71,7.17,155.33,46,E-Wallet,8.0
FD-00644,2025-11-21 09:41:00,Khobar,Member,Breakfast,American,Rice & Spice,1,25.55,9.44,34.83,31,E-Wallet,9.2
FD-00645,2025-12-02 14:38:00,Jeddah,Member,Lunch,Asian,Taste of Jeddah,1,25.14,13.39,34.83,36,Credit Card,9.0
FD-00646,2025-11-22 16:50:00,Dammam,Normal,Snack,American,Urban Bites,1,27.19,13.02,45.82,38,E-Wallet,9.6
FD-00647,2025-05-18 21:07:00,Makkah,Member,Dinner,American,Pasta House,8,456.44,13.0,471.83,43,E-Wallet,8.1
FD-00648,2025-06-17 14:07:00,Riyadh,Normal,Lunch,American,Wok Express,2,77.25,8.58,99.41,48,E-Wallet,7.6
FD-00649,2025-09-04 13:31:00,Riyadh,Normal,Lunch,Asian,Wok Express,5,266.15,6.62,269.44,37,E-Wallet,8.8
FD-00650,2025-08-22 15:39:00,Riyadh,Member,Lunch,Italian,Taste of Jeddah,7,334.79,13.17,348.97,38,Cash,8.2
FD-00651,2025-11-24 22:10:00,Makkah,Member,Dinner,Saudi,Taste of Jeddah,8,391.8,13.22,397.08,30,E-Wallet,8.8
FD-00652,2025-07-04 20:36:00,Riyadh,Member,Dinner,Healthy,Najd Kitchen,7,305.75,10.5,313.63,32,Cash,10.0
FD-00653,2025-02-23 12:18:00,Riyadh,Normal,Lunch,Italian,Burger Hub,3,50.05,5.68,64.92,27,Credit Card,8.0
FD-00654,2025-12-11 13:37:00,Jeddah,Normal,Lunch,Saudi,Daily Dish,8,124.39,12.98,143.99,45,E-Wallet,7.0
FD-00655,2025-07-23 20:09:00,Jeddah,Member,Dinner,Italian,Wok Express,7,172.87,5.97,182.5,42,Credit Card,7.2
FD-00656,2025-12-27 21:14:00,Dammam,Member,Dinner,Italian,Green Bowl,6,134.87,12.43,140.74,37,Credit Card,8.6
FD-00657,2025-04-13 19:33:00,Jeddah,Member,Dinner,Asian,Pasta House,7,173.26,6.83,182.98,32,Credit Card,8.3
FD-00658,2025-04-19 22:16:00,Riyadh,Member,Dinner,Italian,Rice & Spice,7,355.33,6.86,361.41,45,Credit Card,8.3
FD-00659,2025-12-06 08:13:00,Dammam,Member,Breakfast,Italian,Urban Bites,3,92.47,6.67,85.39,24,E-Wallet,8.6
FD-00660,2025-12-05 07:08:00,Makkah,Normal,Breakfast,American,Rice & Spice,4,169.47,5.11,175.03,32,Credit Card,9.8
FD-00661,2025-07-28 17:23:00,Jeddah,Member,Snack,Saudi,Najd Kitchen,6,85.61,8.39,87.39,28,E-Wallet,8.4
FD-00662,2025-03-09 17:09:00,Riyadh,Normal,Snack,American,Green Bowl,2,64.56,6.63,66.08,44,Credit Card,8.5
FD-00663,2025-04-16 10:24:00,Jeddah,Normal,Breakfast,Saudi,Najd Kitchen,8,153.26,9.15,165.99,23,E-Wallet,9.0
FD-00664,2025-12-23 18:46:00,Makkah,Member,Dinner,Italian,Taste of Jeddah,5,159.02,5.73,165.4,32,E-Wallet,8.3
FD-00665,2025-05-30 18:26:00,Jeddah,Member,Dinner,Italian,Rice & Spice,5,210.28,7.89,214.72,34,E-Wallet,8.2
FD-00666,2025-07-09 15:19:00,Riyadh,Member,Lunch,Saudi,Wok Express,5,242.84,9.69,251.82,30,E-Wallet,9.1
FD-00667,2025-10-11 14:57:00,Riyadh,Member,Lunch,Asian,Pasta House,2,47.09,5.22,48.9,46,Cash,7.9
FD-00668,2025-07-17 20:29:00,Khobar,Normal,Dinner,Asian,Urban Bites,5,233.71,5.98,245.4,39,E-Wallet,8.0
FD-00669,2025-06-30 12:01:00,Jeddah,Normal,Lunch,Saudi,Najd Kitchen,8,167.04,6.47,173.83,25,Cash,9.1
FD-00670,2025-03-18 21:35:00,Makkah,Member,Dinner,American,Najd Kitchen,4,203.46,12.1,215.07,37,Credit Card,8.6
FD-00671,2025-09-30 20:09:00,Dammam,Normal,Dinner,Healthy,Wok Express,5,92.08,8.16,102.88,37,E-Wallet,9.0
FD-00672,2025-05-26 14:28:00,Riyadh,Member,Lunch,American,Rice & Spice,3,146.12,11.15,151.04,29,Cash,9.0
FD-00673,2025-09-12 16:13:00,Riyadh,Normal,Snack,Saudi,Najd Kitchen,7,80.82,13.06,100.17,41,Credit Card,7.9
FD-00674,2025-07-15 18:30:00,Dammam,Member,Snack,Asian,Wok Express,2,53.64,7.36,59.32,45,E-Wallet,9.1
FD-00675,2025-10-27 18:59:00,Khobar,Member,Snack,Saudi,Green Bowl,1,15.65,8.23,26.21,37,E-Wallet,8.6
FD-00676,2025-01-01 15:36:00,Riyadh,Normal,Lunch,Saudi,Wok Express,5,179.47,7.59,185.47,16,Credit Card,9.8
FD-00677,2025-04-14 10:23:00,Riyadh,Normal,Breakfast,Asian,Urban Bites,2,74.61,4.5,69.69,29,Credit Card,8.6
FD-00678,2025-10-06 14:42:00,Makkah,Member,Lunch,Italian,Pasta House,2,93.18,11.58,108.3,26,Cash,9.0
FD-00679,2025-03-03 15:52:00,Riyadh,Member,Lunch,Healthy,Burger Hub,3,79.67,4.83,85.65,21,Credit Card,8.0
FD-00680,2025-08-24 22:53:00,Riyadh,Normal,Dinner,Italian,Wok Express,1,43.81,14.22,62.64,33,Cash,9.5
FD-00681,2025-07-23 13:15:00,Makkah,Member,Lunch,Healthy,Taste of Jeddah,5,215.17,11.83,231.61,42,E-Wallet,9.0
FD-00682,2025-07-15 15:27:00,Jeddah,Member,Lunch,Saudi,Najd Kitchen,2,83.43,6.63,87.18,39,E-Wallet,8.9
FD-00683,2025-05-13 15:58:00,Riyadh,Normal,Lunch,Asian,Taste of Jeddah,6,139.69,9.45,150.4,42,E-Wallet,7.4
FD-00684,2025-08-31 15:32:00,Dammam,Member,Lunch,Saudi,Wok Express,5,140.14,6.48,151.36,35,Cash,9.7
FD-00685,2025-07-03 20:23:00,Makkah,Member,Dinner,Italian,Family Grill,8,443.55,13.99,463.26,35,E-Wallet,8.9
FD-00686,2025-05-12 12:55:00,Khobar,Member,Lunch,Asian,Burger Hub,5,118.23,4.94,129.32,29,E-Wallet,9.3
FD-00687,2025-04-13 18:25:00,Dammam,Normal,Dinner,Saudi,Rice & Spice,5,277.14,7.26,283.66,26,Credit Card,8.5
FD-00688,2025-02-19 08:03:00,Khobar,Member,Breakfast,Italian,Burger Hub,2,36.63,4.88,43.11,55,Cash,7.1
FD-00689,2025-12-18 21:26:00,Riyadh,Member,Dinner,American,Wok Express,7,382.57,14.81,395.5,28,E-Wallet,9.1
FD-00690,2025-10-26 08:58:00,Makkah,Member,Breakfast,American,Taste of Jeddah,4,158.64,14.34,178.31,22,E-Wallet,9.3
FD-00691,2025-02-07 14:47:00,Khobar,Member,Lunch,Italian,Pasta House,8,321.95,7.05,324.57,36,E-Wallet,9.6
FD-00692,2025-07-25 19:23:00,Makkah,Member,Dinner,Italian,Burger Hub,4,189.71,12.78,205.57,31,Credit Card,7.7
FD-00693,2025-05-01 12:25:00,Riyadh,Normal,Lunch,American,Burger Hub,4,87.22,14.21,95.26,33,Credit Card,7.4
FD-00694,2025-10-20 12:55:00,Riyadh,Normal,Lunch,Saudi,Wok Express,6,178.01,9.04,188.99,39,E-Wallet,7.1
FD-00695,2025-03-24 20:10:00,Makkah,Member,Dinner,Italian,Najd Kitchen,5,204.13,5.01,200.71,35,Cash,8.2
FD-00696,2025-07-28 13:20:00,Dammam,Member,Lunch,Asian,Family Grill,6,250.07,12.91,252.64,28,Credit Card,9.2
FD-00697,2025-09-27 19:41:00,Jeddah,Member,Dinner,Saudi,Burger Hub,4,190.25,10.32,205.44,53,Cash,7.5
FD-00698,2025-03-19 15:51:00,Jeddah,Normal,Lunch,Saudi,Pasta House,4,179.47,9.9,195.25,55,Credit Card,7.4
FD-00699,2025-09-22 18:09:00,Khobar,Normal,Dinner,American,Family Grill,2,109.73,10.42,119.9,36,Credit Card,8.0
FD-00700,2025-03-26 19:34:00,Jeddah,Member,Dinner,Saudi,Daily Dish,3,124.73,9.26,132.54,46,Cash,8.0
FD-00701,2025-09-20 18:12:00,Jeddah,Member,Dinner,American,Najd Kitchen,8,181.1,10.44,186.95,27,Cash,9.2
FD-00702,2025-03-04 10:02:00,Jeddah,Member,Breakfast,American,Burger Hub,1,33.21,8.4,32.54,38,Credit Card,8.8
FD-00703,2025-11-07 15:53:00,Dammam,Normal,Lunch,Healthy,Green Bowl,1,38.36,10.73,44.19,33,Cash,8.3
FD-00704,2025-01-15 18:34:00,Makkah,Member,Snack,American,Urban Bites,4,131.0,8.75,137.19,20,E-Wallet,8.7
FD-00705,2025-01-22 12:36:00,Makkah,Member,Lunch,American,Najd Kitchen,8,277.2,7.25,281.27,48,Cash,8.0
FD-00706,2025-03-03 20:29:00,Khobar,Normal,Dinner,Saudi,Najd Kitchen,2,108.82,6.5,121.86,37,Credit Card,8.7
FD-00707,2025-06-10 17:18:00,Riyadh,Member,Snack,Saudi,Taste of Jeddah,7,167.73,10.65,172.24,26,Credit Card,9.6
FD-00708,2025-10-31 18:09:00,Dammam,Normal,Dinner,Healthy,Wok Express,2,41.16,9.02,50.11,30,E-Wallet,8.1
FD-00709,2025-03-10 14:54:00,Riyadh,Member,Lunch,Saudi,Taste of Jeddah,5,206.95,4.82,209.76,40,E-Wallet,8.9
FD-00710,2025-09-25 07:26:00,Riyadh,Member,Breakfast,Italian,Green Bowl,7,275.68,13.39,292.41,36,Cash,9.6
FD-00711,2025-08-02 12:48:00,Riyadh,Member,Lunch,Saudi,Najd Kitchen,8,368.44,7.04,373.74,31,E-Wallet,9.1
FD-00712,2025-02-20 22:25:00,Makkah,Member,Dinner,American,Najd Kitchen,6,201.39,12.2,210.74,15,E-Wallet,9.7
FD-00713,2025-11-28 13:29:00,Makkah,Normal,Lunch,Saudi,Daily Dish,2,85.16,10.1,96.34,36,Cash,7.9
FD-00714,2025-12-31 17:03:00,Riyadh,Member,Snack,Asian,Daily Dish,4,60.3,12.94,74.56,25,Credit Card,9.6
FD-00715,2025-11-12 09:33:00,Riyadh,Normal,Breakfast,Italian,Taste of Jeddah,4,63.53,4.03,74.99,39,E-Wallet,8.5
FD-00716,2025-10-01 14:33:00,Khobar,Member,Lunch,Asian,Pasta House,3,51.24,4.31,58.48,41,E-Wallet,8.0
FD-00717,2025-04-05 21:40:00,Makkah,Normal,Dinner,Saudi,Pasta House,2,99.72,5.13,107.12,28,E-Wallet,8.9
FD-00718,2025-01-18 14:51:00,Dammam,Normal,Lunch,Italian,Urban Bites,1,46.72,11.12,57.27,43,E-Wallet,8.7
FD-00719,2025-03-03 18:26:00,Jeddah,Normal,Dinner,Italian,Burger Hub,4,86.26,7.15,92.13,21,E-Wallet,8.3
FD-00720,2025-05-29 14:26:00,Dammam,Normal,Lunch,Italian,Najd Kitchen,3,127.11,4.11,130.85,28,E-Wallet,9.1
FD-00721,2025-11-25 20:14:00,Riyadh,Normal,Dinner,Italian,Taste of Jeddah,7,377.62,10.33,384.93,39,Cash,8.2
FD-00722,2025-07-06 12:56:00,Khobar,Member,Lunch,Italian,Najd Kitchen,5,193.52,9.08,204.24,53,Cash,9.9
FD-00723,2025-09-19 13:41:00,Khobar,Normal,Lunch,Saudi,Wok Express,8,230.96,6.22,238.23,41,Credit Card,9.4
FD-00724,2025-12-05 22:32:00,Riyadh,Normal,Dinner,Saudi,Urban Bites,8,306.49,5.9,310.8,54,Credit Card,7.9
FD-00725,2025-01-08 18:20:00,Riyadh,Normal,Snack,American,Family Grill,4,96.16,8.06,103.45,36,Cash,8.4
FD-00726,2025-01-01 14:48:00,Dammam,Normal,Lunch,Healthy,Rice & Spice,2,50.68,8.81,53.13,30,E-Wallet,8.1
FD-00727,2025-05-04 16:49:00,Khobar,Normal,Snack,Healthy,Pasta House,7,143.28,5.53,151.34,24,E-Wallet,9.1
FD-00728,2025-11-22 12:26:00,Riyadh,Member,Lunch,Asian,Daily Dish,4,173.49,10.88,180.07,45,Cash,9.4
FD-00729,2025-03-14 10:41:00,Riyadh,Member,Breakfast,Asian,Daily Dish,5,163.48,13.33,185.24,31,E-Wallet,8.4
FD-00730,2025-03-09 22:39:00,Jeddah,Member,Dinner,Saudi,Urban Bites,6,183.65,5.72,191.87,35,Cash,8.9
FD-00731,2025-08-01 20:22:00,Jeddah,Normal,Dinner,Asian,Rice & Spice,5,91.61,5.74,99.11,47,Credit Card,7.9
FD-00732,2025-07-23 08:55:00,Riyadh,Member,Breakfast,Italian,Wok Express,8,118.07,13.02,125.12,24,Credit Card,7.3
FD-00733,2025-03-11 14:45:00,Riyadh,Member,Lunch,American,Burger Hub,3,121.8,8.87,126.87,34,E-Wallet,8.1
FD-00734,2025-08-19 17:12:00,Jeddah,Member,Snack,Healthy,Najd Kitchen,1,24.5,10.75,34.62,30,Credit Card,8.3
FD-00735,2025-10-03 16:43:00,Makkah,Normal,Snack,Healthy,Rice & Spice,1,36.37,13.08,49.1,21,Cash,9.0
FD-00736,2025-03-18 12:54:00,Khobar,Normal,Lunch,Saudi,Daily Dish,3,58.23,8.86,63.28,27,E-Wallet,9.4
FD-00737,2025-09-15 22:15:00,Jeddah,Member,Dinner,Saudi,Family Grill,1,32.06,8.27,34.62,36,Cash,9.4
FD-00738,2025-01-14 21:08:00,Riyadh,Member,Dinner,Italian,Wok Express,3,153.73,10.69,164.09,39,E-Wallet,8.2
FD-00739,2025-03-03 18:50:00,Khobar,Member,Dinner,Italian,Wok Express,7,339.16,11.62,345.45,38,Credit Card,8.5
FD-00740,2025-01-20 14:27:00,Dammam,Member,Lunch,Asian,Najd Kitchen,5,92.59,13.28,105.35,29,Credit Card,8.9
FD-00741,2025-03-22 22:50:00,Makkah,Member,Dinner,Saudi,Green Bowl,8,287.81,4.92,290.1,32,E-Wallet,7.6
FD-00742,2025-11-15 20:58:00,Jeddah,Member,Dinner,Healthy,Rice & Spice,4,193.96,14.91,203.72,33,E-Wallet,9.8
FD-00743,2025-01-12 22:30:00,Jeddah,Member,Dinner,American,Rice & Spice,5,282.27,10.75,292.56,50,E-Wallet,8.6
FD-00744,2025-07-27 16:15:00,Jeddah,Member,Snack,Asian,Green Bowl,5,62.68,14.94,84.87,45,Credit Card,7.8
FD-00745,2025-12-24 18:17:00,Makkah,Normal,Dinner,Italian,Taste of Jeddah,8,222.22,9.24,221.32,33,E-Wallet,8.4
FD-00746,2025-10-19 22:19:00,Dammam,Member,Dinner,Saudi,Urban Bites,3,103.14,12.26,113.77,38,E-Wallet,6.9
FD-00747,2025-04-08 18:42:00,Dammam,Member,Snack,Italian,Pasta House,2,39.53,7.87,39.12,29,Credit Card,8.1
FD-00748,2025-08-05 09:51:00,Jeddah,Member,Breakfast,Saudi,Pasta House,5,148.99,5.06,157.09,35,E-Wallet,8.7
FD-00749,2025-08-29 17:13:00,Makkah,Member,Snack,Italian,Rice & Spice,2,59.23,10.89,71.39,23,Credit Card,8.1
FD-00750,2025-08-01 18:11:00,Dammam,Normal,Dinner,Asian,Pasta House,1,30.44,4.8,34.18,47,Cash,8.7
FD-00751,2025-01-08 12:38:00,Jeddah,Member,Lunch,Healthy,Daily Dish,2,57.7,14.0,74.58,37,E-Wallet,9.6
FD-00752,2025-06-03 16:14:00,Dammam,Normal,Snack,Saudi,Daily Dish,7,114.84,5.11,118.23,41,E-Wallet,8.2
FD-00753,2025-08-20 07:09:00,Riyadh,Member,Breakfast,Healthy,Urban Bites,6,113.46,7.14,125.01,48,Cash,8.9
FD-00754,2025-01-28 22:50:00,Riyadh,Normal,Dinner,American,Family Grill,3,156.17,8.05,159.89,33,E-Wallet,8.6
FD-00755,2025-11-23 19:17:00,Dammam,Normal,Dinner,Healthy,Pasta House,8,225.35,6.76,232.95,21,Credit Card,9.5
FD-00756,2025-11-23 18:52:00,Khobar,Normal,Dinner,Italian,Green Bowl,2,84.06,14.22,101.74,45,Cash,9.1
FD-00757,2025-08-14 14:51:00,Jeddah,Member,Lunch,Saudi,Rice & Spice,5,234.67,9.87,245.49,25,E-Wallet,7.7
FD-00758,2025-04-11 22:55:00,Riyadh,Member,Dinner,Saudi,Green Bowl,8,186.46,9.89,195.82,38,E-Wallet,9.3
FD-00759,2025-05-21 18:11:00,Dammam,Normal,Dinner,Italian,Pasta House,1,54.21,9.1,56.55,51,E-Wallet,8.4
FD-00760,2025-04-26 12:04:00,Riyadh,Normal,Lunch,American,Green Bowl,1,36.91,4.26,40.02,42,E-Wallet,8.0
FD-00761,2025-06-25 16:45:00,Khobar,Normal,Snack,Saudi,Daily Dish,8,248.01,10.63,257.85,15,Cash,10.0
FD-00762,2025-07-25 08:30:00,Jeddah,Member,Breakfast,Saudi,Rice & Spice,6,126.11,13.41,147.54,23,Credit Card,10.0
FD-00763,2025-12-20 15:26:00,Makkah,Member,Lunch,Asian,Pasta House,2,36.0,9.41,44.1,42,Cash,8.1
FD-00764,2025-06-22 19:25:00,Makkah,Normal,Dinner,American,Taste of Jeddah,2,80.23,12.92,91.1,30,E-Wallet,8.2
FD-00765,2025-08-30 16:09:00,Dammam,Normal,Snack,Saudi,Pasta House,3,80.17,5.05,83.07,32,Credit Card,9.8
FD-00766,2025-05-01 20:03:00,Jeddah,Normal,Dinner,Italian,Najd Kitchen,4,127.24,9.8,136.31,29,E-Wallet,8.3
FD-00767,2025-06-26 07:17:00,Jeddah,Member,Breakfast,Asian,Taste of Jeddah,6,106.65,8.9,111.19,16,Credit Card,10.0
FD-00768,2025-08-22 09:16:00,Jeddah,Normal,Breakfast,Saudi,Rice & Spice,3,124.17,4.09,132.38,43,Credit Card,8.8
FD-00769,2025-05-01 19:48:00,Riyadh,Normal,Dinner,Asian,Daily Dish,3,142.33,9.39,158.0,44,Cash,7.7
FD-00770,2025-03-24 19:09:00,Makkah,Normal,Dinner,Italian,Green Bowl,2,101.12,15.11,115.53,39,E-Wallet,7.8
FD-00771,2025-11-24 18:04:00,Riyadh,Member,Dinner,Saudi,Wok Express,6,211.85,6.48,213.26,41,E-Wallet,8.1
FD-00772,2025-08-15 16:59:00,Riyadh,Member,Snack,Saudi,Burger Hub,3,66.0,5.18,73.36,29,E-Wallet,9.0
FD-00773,2025-10-23 21:15:00,Riyadh,Normal,Dinner,Italian,Urban Bites,2,102.11,4.25,104.33,41,Cash,8.0
FD-00774,2025-04-25 20:21:00,Dammam,Normal,Dinner,Healthy,Taste of Jeddah,4,138.41,11.72,156.05,44,Cash,8.2
FD-00775,2025-01-08 19:16:00,Jeddah,Normal,Dinner,Italian,Pasta House,8,224.48,4.96,228.55,41,Cash,8.2
FD-00776,2025-04-19 18:46:00,Jeddah,Normal,Dinner,Asian,Rice & Spice,4,213.54,8.08,222.73,38,Cash,9.4
FD-00777,2025-06-16 16:47:00,Khobar,Normal,Snack,Asian,Rice & Spice,5,139.58,4.59,136.15,22,Credit Card,9.5
FD-00778,2025-10-28 14:33:00,Riyadh,Member,Lunch,Healthy,Burger Hub,1,23.52,10.4,34.64,49,E-Wallet,8.9
FD-00779,2025-03-03 16:44:00,Dammam,Normal,Snack,Saudi,Green Bowl,7,198.37,6.45,210.17,31,E-Wallet,8.8
FD-00780,2025-07-12 19:05:00,Riyadh,Normal,Dinner,American,Rice & Spice,5,243.91,8.71,240.03,37,E-Wallet,8.8
FD-00781,2025-03-25 20:44:00,Khobar,Member,Dinner,Asian,Urban Bites,6,98.91,12.83,103.62,33,Cash,8.0
FD-00782,2025-11-19 17:15:00,Khobar,Member,Snack,Asian,Najd Kitchen,4,79.1,12.84,90.0,46,E-Wallet,7.8
FD-00783,2025-10-05 20:38:00,Makkah,Normal,Dinner,Healthy,Burger Hub,4,157.52,5.94,163.94,41,Cash,7.6
FD-00784,2025-09-20 22:16:00,Dammam,Normal,Dinner,Italian,Najd Kitchen,5,279.23,6.57,287.63,42,E-Wallet,8.7
FD-00785,2025-05-19 21:54:00,Makkah,Member,Dinner,Asian,Pasta House,3,55.96,13.39,71.23,37,Credit Card,9.0
FD-00786,2025-10-17 22:49:00,Makkah,Member,Dinner,Healthy,Burger Hub,3,146.13,6.46,144.94,32,Credit Card,8.7
FD-00787,2025-02-20 18:30:00,Dammam,Normal,Dinner,Asian,Urban Bites,6,147.23,5.8,156.33,37,E-Wallet,8.3
FD-00788,2025-12-13 18:32:00,Dammam,Normal,Snack,Healthy,Wok Express,4,55.97,4.35,61.97,44,E-Wallet,7.9
